Id,GPA,Gender,breakfast,calories_chicken,calories_day,calories_scone,coffee,comfort_food_reasons_coded,cook,comfort_food_reasons_coded.1,cuisine,diet_current_coded,drink,eating_changes_coded,eating_changes_coded1,eating_out,employment,ethnic_food,exercise,father_education,fav_cuisine_coded,fav_food,fries,fruit_day,grade_level,greek_food,healthy_feeling,ideal_diet_coded,income,indian_food,italian_food,life_rewarding,marital_status,mother_education,nutritional_check,on_off_campus,parents_cook,pay_meal_out,persian_food,self_perception_weight,soup,sports,thai_food,tortilla_calories,turkey_calories,veggies_day,vitamins,waffle_calories
8175,2.511643848,1,2,591,3,430,1,1,4,8,7,4,1,9,3,9,1,9,7,2,2,6,5,1,2,8,8,8,9,7,3,9,2,2,5,2,9,2,7,1,1,2,1,865,641,1,1,588
8176,2.805591517,2,2,670,3,513,2,5,3,8,8,8,1,5,6,7,1,3,9,4,3,5,3,3,3,9,5,1,7,7,1,7,9,2,5,7,3,4,2,5,1,2,2,636,675,2,2,1107
8177,2.977553111,1,2,644,4,378,1,3,4,5,7,8,2,5,1,1,7,3,6,4,1,6,5,7,5,6,9,8,9,9,4,4,5,2,6,9,3,2,7,3,1,2,1,308,706,4,2,882
8178,3.493252559,1,2,414,2,842,2,2,1,5,6,2,2,6,4,5,9,4,1,9,9,4,9,1,3,3,2,2,8,6,1,7,6,5,7,3,1,3,1,6,1,2,2,273,774,4,1,493
8179,1.982729564,2,2,516,3,416,1,1,2,4,6,3,1,2,1,2,4,3,6,2,3,5,2,3,7,9,2,9,1,6,5,3,3,8,4,3,1,4,1,8,1,2,2,1096,717,3,1,1206
8180,2.102868531,1,2,581,3,705,1,5,1,5,6,6,2,2,5,3,6,1,5,2,4,1,8,7,9,5,1,2,8,2,9,1,5,4,8,5,5,5,9,2,2,1,2,570,495,5,1,863
8181,2.018914576,2,2,516,4,324,2,5,4,3,5,2,2,9,1,3,1,1,6,9,3,5,4,3,6,7,9,8,7,5,4,6,1,8,3,8,7,2,9,3,1,1,2,614,430,2,2,559
8182,3.27883695,2,2,489,2,446,1,4,2,9,2,7,1,9,2,8,2,1,2,7,8,8,3,3,3,6,9,6,5,7,2,5,4,6,4,7,1,4,5,9,2,1,2,1487,427,1,2,946
8183,1.476419832,1,1,469,3,697,2,3,4,6,1,2,1,7,2,7,2,2,4,5,2,8,1,9,5,1,7,2,6,5,5,3,5,5,7,1,8,5,3,3,2,2,1,1068,329,4,2,1202
8184,3.564711942,1,1,495,4,711,2,3,1,8,3,1,2,4,3,5,6,4,8,5,8,6,1,5,5,2,6,5,7,2,2,1,8,6,8,1,9,2,2,3,2,1,1,1217,812,1,2,662
8185,1.11366289,2,2,602,4,357,1,2,2,6,4,6,2,2,6,3,2,7,7,1,9,1,7,6,9,7,2,3,6,7,1,2,5,8,2,2,6,2,7,6,1,1,1,150,679,5,1,1394
8186,3.801670276,1,1,517,3,766,1,4,2,6,1,5,1,4,9,1,7,2,1,7,2,6,6,5,4,3,6,9,5,9,2,3,6,2,8,1,3,4,3,1,1,1,2,948,635,4,2,757
8187,3.706960265,2,1,504,2,337,2,2,1,3,6,3,1,4,1,8,7,1,8,4,4,4,3,9,5,2,8,9,9,6,4,4,9,7,1,3,3,1,9,9,2,1,2,1058,420,1,2,1160
8188,2.01494995,2,1,711,4,838,2,4,5,2,3,6,1,9,9,4,3,1,5,4,3,9,2,6,7,5,8,3,7,2,2,9,1,1,2,5,2,6,9,9,2,1,1,186,401,3,1,705
8189,3.240722174,2,2,706,4,341,1,1,5,3,7,5,1,3,8,5,7,9,8,2,3,8,1,8,9,9,9,7,9,1,4,3,6,8,4,6,2,6,4,4,1,1,1,722,761,3,1,668
8190,3.753939879,2,1,738,2,658,1,2,2,9,6,7,2,6,1,4,9,9,2,3,2,7,5,2,4,9,4,6,7,8,8,4,9,7,5,5,6,6,2,3,1,1,2,343,881,1,2,510
8191,1.134021869,1,2,510,4,868,2,5,3,2,4,5,2,5,2,8,5,8,7,4,2,1,9,2,2,5,1,3,8,1,2,7,1,9,2,7,1,9,6,3,1,2,2,309,260,5,2,1030
8192,2.637695483,2,2,611,4,558,1,4,4,9,8,1,1,7,3,3,1,8,5,3,7,2,7,4,1,7,4,4,6,1,7,9,1,6,3,8,2,4,8,8,1,1,1,1358,750,2,1,1235
8193,1.298904964,1,2,511,4,545,2,1,3,6,1,4,1,3,9,6,6,7,7,6,4,2,1,6,4,5,2,6,2,6,3,6,5,6,9,4,7,9,4,1,1,2,1,1275,864,1,2,876
8194,2.593867772,1,2,672,4,354,2,1,5,3,7,2,2,7,7,4,8,8,4,7,2,8,1,3,5,6,6,9,1,5,3,6,3,8,9,6,4,8,2,7,1,2,1,661,472,5,2,526
8195,2.53471806,2,2,592,4,317,2,5,4,4,6,2,1,1,2,9,4,7,3,1,8,8,2,5,5,8,5,4,3,7,5,5,2,9,3,6,4,8,7,2,1,2,2,170,439,1,2,1341
8196,3.571836834,1,2,635,2,304,2,5,4,5,8,6,1,6,6,1,8,9,9,2,8,3,3,6,5,5,2,3,5,5,2,4,3,2,6,4,6,5,5,1,2,1,1,982,864,3,1,978
8197,1.874247182,2,2,462,2,787,1,3,4,9,6,5,2,6,5,1,4,1,9,2,4,8,8,9,4,4,9,9,1,3,3,8,5,4,3,7,4,6,7,2,1,2,1,1065,463,3,1,1103
8198,3.193618671,1,2,792,3,434,2,1,1,3,7,4,2,9,6,8,6,9,4,5,7,2,3,8,6,6,9,7,7,1,9,3,6,9,8,1,9,2,6,7,1,2,1,710,361,1,2,1344
8199,1.54235971,2,1,534,3,548,1,1,3,7,2,1,1,1,8,7,6,1,8,2,7,1,5,8,5,5,3,9,6,4,5,7,3,5,4,3,6,1,2,7,1,1,1,1197,801,2,2,986
8200,2.698694606,2,2,574,3,640,2,3,2,2,8,4,1,9,6,6,7,5,8,4,1,5,8,1,4,4,7,3,4,5,8,7,2,8,6,6,9,8,2,3,1,1,2,566,782,4,1,758
8201,2.489623461,2,2,673,3,602,1,3,1,2,4,1,1,3,9,2,7,1,4,7,8,2,5,6,4,9,2,1,3,2,5,4,1,1,8,6,1,2,9,4,2,2,1,1449,578,2,1,872
8202,1.803444107,1,1,463,4,754,1,5,2,5,8,7,2,1,7,9,7,6,2,1,9,6,2,5,6,8,1,3,2,1,1,6,2,8,1,7,5,8,7,5,1,1,1,676,834,2,2,1159
8203,1.528891668,1,1,433,4,396,2,2,5,6,6,6,1,4,7,3,1,1,1,8,4,5,1,2,4,6,5,2,3,7,1,6,1,7,5,6,4,3,4,9,2,2,1,745,500,3,2,1343
8204,2.952339234,1,1,567,2,747,1,3,5,3,2,3,2,9,5,6,8,3,6,7,4,1,9,5,1,2,3,8,1,5,4,7,8,2,5,9,1,4,2,8,1,1,2,851,287,2,1,639
8205,2.73973964,1,2,717,4,708,2,2,5,2,1,3,1,7,8,7,5,6,5,8,8,5,5,4,3,1,6,7,5,9,1,7,9,9,4,2,3,1,2,7,1,2,1,429,277,5,2,1097
8206,2.820359391,2,1,697,3,599,1,1,1,1,2,8,2,6,8,4,7,9,6,2,3,4,5,3,6,2,1,6,8,8,9,6,6,1,9,3,2,2,1,5,1,2,1,1304,349,1,2,638
8207,1.224888595,2,1,502,4,461,2,2,4,3,2,8,1,8,6,5,5,4,7,9,3,9,7,3,1,1,2,4,6,3,6,7,6,1,2,8,3,1,5,1,2,2,1,1422,556,2,1,646
8208,3.543401122,1,2,786,2,741,2,3,2,3,9,6,2,2,1,1,3,8,6,8,8,8,2,2,2,8,9,4,8,2,4,5,1,2,8,4,3,3,5,4,2,2,1,1113,859,4,1,974
8209,3.504650367,2,2,414,3,800,1,1,3,8,1,1,2,8,7,9,1,4,2,7,5,6,7,6,9,2,2,6,6,7,6,3,8,3,9,8,8,7,8,8,1,1,1,520,282,2,2,543
8210,1.45434985,2,1,684,3,531,2,5,1,1,4,4,1,4,4,3,5,2,5,3,2,5,1,9,9,4,2,6,2,1,7,4,1,3,9,8,2,8,9,5,2,1,2,1483,350,3,1,828
8211,3.311509963,1,1,694,4,615,2,4,5,8,2,5,1,9,2,9,3,6,2,2,4,3,9,1,3,5,5,9,7,3,6,1,2,1,9,8,2,5,2,3,1,2,1,456,657,1,2,779
8212,1.317710036,2,1,759,2,888,1,2,5,8,2,1,1,4,8,4,8,4,9,6,3,5,2,3,1,4,9,4,4,8,1,7,5,2,4,8,9,2,3,9,1,2,2,1389,666,2,1,967
8213,1.073388578,1,1,754,3,461,2,1,4,3,2,6,2,8,3,9,4,9,6,9,1,1,6,7,6,7,4,2,2,2,2,6,9,6,9,2,3,7,9,2,2,1,1,969,817,4,2,672
8214,2.210679714,2,2,542,3,721,2,2,5,7,9,5,2,8,9,6,2,8,1,4,8,4,3,6,8,6,9,3,5,7,1,6,1,5,4,9,6,8,7,3,2,1,2,1229,646,5,1,1348
8215,2.071298615,2,2,735,4,374,2,5,4,7,1,7,1,8,9,3,5,9,5,6,5,6,6,3,8,4,8,7,9,9,8,5,6,1,9,1,9,1,3,2,1,1,1,383,809,2,2,1086
8216,2.971955374,1,2,616,4,386,2,2,2,3,9,6,2,3,3,8,9,6,2,5,3,1,4,9,6,7,5,2,5,9,8,6,7,9,7,7,2,9,1,3,2,2,2,909,425,1,1,653
8217,1.725829307,2,2,451,2,334,2,2,4,8,1,8,2,2,7,4,1,1,3,4,8,6,3,4,3,3,3,1,9,1,2,1,6,5,9,8,8,5,1,1,2,1,1,662,447,1,2,1196
8218,1.05528374,1,1,720,2,431,2,2,3,7,6,8,1,3,4,3,4,3,7,9,8,3,1,4,8,6,8,5,6,6,6,9,1,5,4,6,1,9,7,4,1,2,1,287,354,5,1,610
8219,3.507825423,2,1,541,3,341,2,2,1,7,8,3,1,6,9,6,8,6,6,9,4,2,7,3,1,7,5,5,1,6,8,8,6,8,1,5,9,2,5,3,1,1,2,1314,787,2,2,750
8220,3.00166605,1,1,665,4,402,1,2,1,8,6,6,2,5,8,2,2,1,2,8,5,7,4,5,6,6,2,9,7,9,6,3,2,6,2,6,2,2,4,9,1,1,1,1077,594,4,1,1122
8221,3.149848571,2,2,494,4,836,1,1,3,7,3,7,2,1,4,4,7,3,4,9,4,9,6,3,9,4,2,3,8,1,4,2,2,2,3,8,6,7,2,3,1,2,1,707,605,1,1,871
8222,1.144706338,2,1,640,2,502,1,2,2,6,1,2,1,2,6,6,5,9,2,9,9,6,2,1,2,2,2,5,6,1,3,1,7,6,8,1,9,3,8,4,1,1,2,473,671,4,2,1382
8223,3.540537721,2,1,798,3,771,1,4,5,5,4,2,2,6,9,8,9,9,7,5,7,7,4,1,9,5,1,8,8,1,6,5,3,1,9,8,9,3,4,7,1,1,2,1171,307,4,2,1249
8224,2.326765921,1,1,689,2,840,2,5,4,8,4,7,2,3,9,8,6,8,5,9,4,1,8,1,3,7,5,7,9,4,3,8,5,1,5,3,6,7,1,1,1,1,2,739,363,5,1,1215
8225,1.827998998,1,2,578,4,690,2,1,5,7,3,5,1,4,2,3,7,7,3,3,3,4,5,9,4,7,2,9,8,1,3,9,1,1,2,7,9,1,6,3,1,2,2,1155,326,1,2,1298
8226,3.28269456,2,2,642,2,681,1,3,4,5,6,5,1,5,5,5,9,5,4,2,3,4,5,1,3,9,6,5,9,1,4,3,4,4,6,5,1,9,6,5,1,2,2,709,480,5,1,1326
8227,3.326766223,1,1,525,3,321,2,4,5,5,7,8,2,2,9,2,4,2,7,2,1,1,1,8,3,2,8,3,7,4,8,3,3,9,7,2,9,9,2,8,1,1,1,950,809,3,2,905
8228,1.531164469,1,2,407,2,739,1,1,5,1,5,1,1,3,2,6,9,8,9,4,5,7,2,7,1,2,8,7,8,7,9,2,5,4,6,8,4,8,2,2,1,2,1,761,742,2,2,941
8229,1.765002989,2,1,489,3,523,1,1,4,5,2,1,1,8,5,7,9,7,9,3,2,6,3,6,4,5,8,8,1,7,8,2,7,1,5,6,2,1,6,7,1,1,2,840,273,2,1,910
8230,2.031257598,1,2,429,3,564,2,2,1,3,8,4,1,4,4,4,2,4,3,5,3,2,3,8,8,6,8,6,5,2,4,9,9,9,1,6,1,6,1,1,1,1,1,737,611,2,2,1095
8231,3.47287775,2,2,648,3,454,2,3,1,2,2,8,1,2,4,2,9,2,9,5,1,3,9,8,6,4,1,2,5,1,8,9,1,3,6,9,8,1,6,3,2,2,1,1384,447,2,1,1219
8232,1.201713841,2,2,468,2,738,1,1,1,9,4,7,1,9,8,5,2,9,3,1,5,7,5,3,3,9,6,9,4,6,1,3,8,9,4,2,4,3,9,9,1,1,2,402,816,5,1,903
8233,3.395882622,1,1,584,4,477,2,1,3,6,8,3,1,4,3,8,1,9,4,3,6,8,9,4,8,9,5,9,7,8,5,8,7,8,7,3,1,2,1,3,2,2,2,865,299,3,1,723
8234,2.977472218,2,1,580,4,394,1,1,2,8,9,8,1,7,1,1,3,8,6,4,6,8,6,9,3,9,2,1,6,9,9,2,5,2,8,8,6,6,4,7,2,2,2,948,878,1,1,1367
8235,2.923323673,2,1,665,4,577,2,4,4,4,8,3,1,2,1,5,4,1,9,2,6,5,1,3,2,4,1,6,7,7,8,9,2,2,8,8,4,4,4,2,1,2,1,537,731,4,2,488
8236,2.425606535,2,2,646,3,642,2,4,5,1,7,2,1,4,1,1,7,1,5,6,5,3,4,6,8,9,8,6,1,9,7,8,1,3,5,9,4,2,2,2,1,2,1,989,312,4,2,451
8237,2.237689678,1,2,429,4,613,2,1,4,6,9,1,1,9,9,6,1,1,9,8,3,6,6,9,6,2,7,5,7,5,6,1,5,7,1,2,5,3,5,4,2,1,1,1030,293,5,1,1121
8238,3.704600398,1,1,631,2,894,1,4,3,9,7,1,1,3,6,7,4,1,6,1,6,1,5,4,2,8,1,1,5,8,7,6,1,8,5,4,3,6,9,7,1,1,2,1194,680,1,1,1367
8239,1.646835138,2,2,577,3,529,2,4,4,1,8,5,2,3,5,6,2,2,6,1,6,2,7,6,2,6,9,5,6,5,7,1,5,8,5,5,4,1,7,2,2,1,2,804,299,4,2,1329
8240,3.503692021,1,1,513,3,319,2,2,5,8,1,6,1,4,7,4,2,4,2,5,9,6,4,3,3,7,4,5,9,6,1,4,5,5,5,5,9,6,1,7,2,1,2,705,558,5,2,919
8241,1.010952853,2,1,525,3,307,2,2,1,5,4,8,2,5,9,8,2,7,3,8,1,3,2,6,4,4,8,1,9,8,7,6,8,2,6,5,3,3,5,3,2,1,2,572,429,5,2,1398
8242,1.493950464,1,2,717,3,803,1,2,3,5,5,3,1,1,8,9,2,7,8,2,5,6,5,7,9,4,1,2,5,2,7,9,9,3,9,1,3,4,4,7,1,2,1,970,712,1,2,1062
8243,1.314957042,1,1,635,4,677,1,5,2,2,3,1,2,6,7,3,8,3,1,7,5,9,7,9,2,2,9,4,5,2,5,6,9,8,7,2,3,3,7,2,2,2,1,189,770,5,1,1236
8244,3.182108652,1,1,500,4,660,1,2,3,4,9,4,2,4,9,1,2,7,5,6,2,3,5,7,8,5,7,5,5,9,4,3,6,3,6,5,9,5,1,6,1,2,2,1453,523,3,1,626
8245,2.505456203,2,1,621,2,816,2,4,2,5,3,6,1,7,5,7,9,3,7,9,7,8,4,9,5,2,8,1,8,4,1,3,5,5,3,2,1,9,7,8,2,2,1,637,855,1,2,1030
8246,1.837978152,2,2,485,2,670,1,5,4,8,9,6,1,5,2,7,4,1,8,7,1,1,2,6,8,9,2,7,4,1,1,9,1,4,3,1,6,7,6,8,2,1,2,819,300,3,1,1060
8247,2.519071481,2,2,723,3,347,1,5,3,2,7,6,2,6,9,3,3,3,9,8,3,7,3,9,6,7,4,6,1,3,7,1,7,7,7,5,3,2,7,1,1,1,1,1445,284,2,1,565
8248,1.781182207,2,1,600,2,320,1,2,3,5,3,3,1,7,9,4,1,4,4,9,5,5,2,8,6,2,9,4,5,6,5,8,5,6,9,7,4,6,5,3,1,1,2,838,273,2,1,483
8249,2.509688832,2,2,717,4,308,2,2,3,5,9,5,1,9,6,6,5,9,9,4,6,5,6,5,1,1,3,2,9,6,2,3,8,5,7,1,8,4,2,5,2,1,1,1478,873,4,1,1080
8250,3.599166086,1,2,760,3,548,1,3,4,4,4,7,2,3,2,4,6,2,2,9,4,5,2,2,3,2,5,8,5,8,2,8,1,4,9,2,9,2,2,5,1,1,1,328,475,4,1,800
8251,1.453786612,1,2,506,3,459,1,5,5,3,3,2,1,4,7,8,4,2,3,2,6,3,3,2,4,9,6,6,1,5,8,7,5,8,2,6,1,1,8,3,1,2,2,308,698,4,2,1094
8252,1.10615749,2,1,520,3,877,2,4,4,4,2,2,1,9,2,5,9,7,2,4,8,3,3,4,1,2,2,6,6,4,8,7,8,4,4,8,7,5,3,2,2,2,1,948,855,5,2,623
8253,2.990077543,1,1,715,2,668,1,4,2,2,1,6,1,9,3,4,8,7,3,1,7,3,6,4,6,8,6,1,9,2,4,7,8,7,8,8,4,5,8,9,2,1,2,757,433,2,2,774
8254,1.466308138,2,2,597,3,744,1,2,3,5,9,4,1,7,1,9,8,3,5,3,7,6,8,9,8,3,4,5,9,1,7,2,2,4,3,9,8,1,6,7,1,1,1,803,318,4,1,1283
8255,1.89658238,1,1,741,3,310,2,4,5,7,1,6,2,6,1,5,1,5,6,6,6,1,7,3,1,6,9,1,2,9,3,2,6,3,2,6,1,2,2,7,2,1,2,1108,815,5,2,1133
8256,2.997748729,2,1,541,4,456,2,4,3,3,8,2,2,9,5,9,4,5,6,9,1,5,3,4,1,2,2,3,3,4,5,3,1,5,1,7,9,7,2,9,1,1,2,1096,448,1,1,1016
8257,1.158962378,1,2,747,4,498,2,1,5,9,8,4,2,5,9,2,1,8,4,6,6,1,1,2,2,6,4,4,6,7,5,7,9,6,7,4,9,7,8,8,1,2,2,363,254,4,2,1263
8258,2.723308951,1,1,759,3,766,2,4,3,1,8,5,2,7,7,2,7,8,2,5,1,5,3,5,4,5,2,5,8,1,2,5,4,6,9,4,8,1,5,2,2,1,2,1091,373,1,1,1337
8259,2.178982453,2,2,689,2,498,2,1,5,5,3,1,2,3,5,1,6,2,4,8,3,9,5,8,6,9,5,8,5,4,3,1,9,1,8,7,7,8,4,6,1,1,1,1486,363,3,2,757
8260,1.720431182,1,2,504,4,735,2,5,2,9,3,7,1,4,7,9,4,4,5,4,5,5,7,6,9,1,7,6,2,6,5,6,4,5,1,4,4,4,3,3,1,1,1,451,713,5,2,733
8261,2.29223338,1,1,559,4,743,2,3,2,4,6,4,1,6,3,6,4,2,6,8,1,4,5,6,7,8,7,7,9,9,5,2,8,7,2,9,3,7,2,6,1,1,2,630,724,4,2,625
8262,3.225289846,2,2,653,3,378,1,3,5,8,6,5,2,1,8,6,2,2,4,7,9,4,2,5,3,6,5,7,8,9,1,8,6,6,7,9,5,3,6,7,2,1,1,1246,760,3,1,520
8263,1.731796996,1,2,567,3,748,2,5,5,1,7,3,1,3,6,3,6,2,3,1,6,9,5,3,1,6,4,1,3,3,1,9,1,4,8,7,9,1,7,6,1,2,1,194,786,5,1,1370
8264,1.428033215,2,2,557,2,333,2,1,3,1,4,2,2,6,2,6,3,2,3,4,5,6,8,6,3,9,5,1,6,2,4,2,8,9,8,7,9,7,4,6,1,2,1,1430,891,3,2,1365
8265,3.088193074,1,1,702,2,623,1,1,4,9,9,5,1,1,1,1,7,6,1,4,5,7,3,9,5,9,5,5,4,4,6,3,9,9,9,7,4,3,7,2,2,1,2,823,862,2,2,504
8266,2.368436194,2,1,537,4,442,1,3,2,2,8,2,1,9,6,8,2,6,7,5,4,4,1,1,7,6,4,9,9,7,1,3,5,9,5,7,9,2,4,7,1,2,1,332,676,5,1,940
8267,2.709815331,1,1,427,4,776,1,4,2,7,3,7,1,4,9,6,4,1,6,3,9,3,2,7,1,9,4,7,3,5,5,6,1,4,4,1,5,9,1,3,2,1,1,294,338,3,1,1229
8268,2.707838244,1,1,437,4,792,2,4,4,3,9,3,2,2,2,3,9,3,9,2,6,7,9,7,7,6,3,2,5,2,8,3,1,9,3,1,7,7,8,1,2,2,2,628,496,1,1,1268
8269,2.912982302,2,1,603,4,724,2,4,2,2,8,6,2,1,4,5,9,9,7,4,7,8,4,3,1,3,8,7,2,3,2,8,2,3,9,1,8,7,3,3,2,2,1,397,754,5,1,1214
8270,2.646710277,1,2,617,3,456,2,4,2,1,2,1,2,7,8,1,7,9,9,4,6,5,6,8,3,3,4,1,2,7,3,3,5,7,2,4,8,4,7,5,2,2,1,655,800,2,2,741
8271,1.528020782,2,1,543,4,677,1,4,1,2,2,5,2,7,2,1,1,9,1,3,9,1,5,5,4,3,1,4,1,7,8,1,1,9,4,3,7,2,6,6,2,2,1,1245,898,4,2,576
8272,3.773027042,2,2,484,4,849,2,2,1,3,3,1,2,5,2,8,7,4,6,4,3,9,9,1,3,3,8,5,7,2,6,4,9,6,2,6,9,8,8,6,1,2,2,543,759,4,1,614
8273,3.899049167,1,1,770,4,492,2,1,5,2,7,8,2,3,3,8,9,6,3,7,9,3,7,5,1,2,9,2,8,1,7,2,8,9,4,9,4,4,3,5,2,1,1,303,615,1,1,1389
8274,1.873419363,2,1,546,3,697,2,1,5,2,9,2,1,3,8,5,4,6,1,5,1,5,9,8,2,3,6,5,5,4,4,1,6,4,3,1,1,3,5,9,2,2,2,840,461,4,1,694
8275,1.073599559,1,1,504,3,731,2,2,2,6,9,7,2,3,1,9,5,8,6,2,6,3,8,5,7,7,5,9,6,6,4,8,6,3,9,5,1,6,4,6,2,2,1,1083,435,5,2,501
8276,2.178783355,2,2,420,4,415,1,1,5,6,8,1,2,3,3,7,3,9,8,4,4,6,1,3,2,9,5,4,1,6,2,5,7,6,6,5,8,2,1,9,1,2,1,748,646,2,1,1014
8277,3.555107269,1,2,560,2,885,1,1,1,3,1,1,2,1,9,2,1,5,6,3,2,4,7,3,7,3,6,5,3,6,1,8,1,6,8,3,1,7,6,5,1,2,1,1001,358,5,2,816
8278,1.861773673,1,1,511,4,808,2,5,2,1,5,2,2,7,8,3,5,5,4,4,7,7,5,3,8,6,9,3,9,3,8,3,1,7,6,9,6,7,6,5,1,2,2,370,831,3,1,888
8279,1.949845089,1,1,579,2,766,1,5,1,9,8,6,2,4,7,2,3,9,1,9,9,6,9,2,2,7,3,6,1,4,2,2,5,9,4,8,9,5,3,1,1,2,2,1439,481,5,1,1207
8280,1.570951446,1,2,447,2,783,2,3,4,5,7,1,2,7,3,6,2,5,3,1,1,9,9,9,4,2,4,5,2,1,9,6,7,5,6,1,8,1,9,1,1,1,1,660,847,1,1,1202
8281,2.822899797,2,1,406,4,416,2,2,5,9,4,7,1,1,6,1,3,6,8,1,9,9,5,3,5,7,9,8,6,8,3,5,7,1,5,9,6,8,6,5,2,1,1,880,709,4,1,519
8282,2.595722819,2,2,497,2,869,1,4,1,5,3,2,1,2,6,3,8,9,7,3,8,2,6,1,4,3,8,5,9,4,7,8,7,5,9,4,6,2,6,3,2,1,2,1396,518,4,2,919
8283,2.400689891,1,1,733,2,863,1,2,2,7,6,3,2,8,2,7,3,5,8,8,3,6,8,3,8,1,7,4,9,1,2,3,4,7,1,8,2,9,8,7,1,2,1,940,646,3,2,1162
8284,2.545100832,2,1,621,3,499,2,5,5,3,4,6,2,8,7,8,5,1,7,5,1,2,5,8,3,7,8,9,6,9,7,6,1,8,6,3,9,6,1,3,1,1,1,999,725,3,1,694
8285,2.005511495,2,1,563,4,713,1,3,2,9,4,4,1,1,7,7,7,9,7,1,7,5,8,3,4,9,6,5,3,5,8,6,9,4,6,3,7,3,9,7,1,1,2,101,338,5,1,1199
8286,3.479551171,2,1,737,3,842,1,5,4,9,3,7,2,1,8,6,9,3,6,8,8,6,4,3,4,4,9,9,1,8,1,4,6,6,4,6,6,7,1,5,1,2,1,1467,302,4,1,1124
8287,1.836396694,2,1,403,2,654,2,2,5,6,2,5,1,1,5,1,5,1,5,1,8,5,6,6,8,9,3,5,6,3,3,3,4,8,7,4,9,8,4,7,2,2,2,479,549,3,1,1114
8288,3.425066316,1,1,597,3,640,2,3,4,7,5,6,2,7,8,9,5,9,5,8,6,6,2,5,3,2,6,4,1,4,2,6,5,4,3,9,1,2,9,8,2,2,1,861,775,3,2,1064
8289,2.335979739,1,2,761,3,308,1,3,4,8,6,6,2,7,3,1,1,4,7,8,6,1,3,4,2,2,7,1,2,5,2,2,7,3,3,1,2,6,7,6,1,1,2,1284,741,4,1,1252
8290,1.373225996,1,2,501,4,378,1,5,2,4,3,2,2,6,9,5,2,4,9,6,6,8,4,4,6,5,3,7,4,8,9,4,3,1,3,7,7,1,7,1,2,1,2,877,838,1,1,510
8291,1.094869702,2,1,716,2,738,1,1,2,7,3,2,2,5,2,6,6,1,4,7,1,6,3,5,1,7,5,1,7,5,6,7,9,2,6,2,3,4,9,4,2,1,1,414,461,1,1,608
8292,2.152707985,1,1,511,4,695,2,1,2,6,8,8,2,1,5,7,7,6,1,7,9,4,4,3,1,8,9,3,3,4,4,4,4,2,1,6,9,6,1,1,2,1,1,856,349,2,1,564
8293,1.896071025,2,2,421,4,449,1,2,4,6,6,5,1,7,5,8,5,2,1,9,1,4,9,6,8,1,7,4,6,2,8,5,9,6,5,1,4,1,6,3,1,1,1,840,278,3,1,1313
8294,2.164391731,1,1,654,4,643,2,3,5,7,8,2,1,5,8,1,4,7,8,1,9,9,9,6,7,5,2,3,8,4,7,6,2,1,9,8,6,1,3,5,2,2,1,1412,330,4,2,1010
8295,1.306679998,1,2,742,3,842,1,3,5,4,5,2,1,8,2,8,8,9,9,4,5,8,4,2,8,3,6,3,3,7,2,5,8,8,9,4,7,7,9,7,1,2,2,306,673,2,1,1205
8296,3.512854117,2,2,700,4,523,1,1,4,2,5,3,1,3,6,6,6,9,8,4,4,3,5,9,7,6,4,2,7,1,9,9,2,9,9,8,4,6,4,7,2,1,2,542,598,5,2,1344
8297,2.352545654,2,2,652,3,432,1,2,4,1,6,7,1,1,9,6,4,7,4,5,5,2,5,3,6,1,1,7,2,8,5,9,7,3,3,8,5,9,9,2,2,1,2,431,824,4,2,1162
8298,3.169864234,2,2,733,3,875,1,5,5,7,9,8,2,9,9,3,1,6,6,9,6,3,9,1,7,1,9,3,8,5,2,2,2,5,1,9,4,7,1,4,2,1,2,901,770,2,1,1338
8299,2.161020642,2,2,541,4,888,1,2,2,8,3,6,1,8,4,6,3,4,1,3,9,8,2,8,1,9,6,9,4,1,6,3,2,4,8,4,8,7,7,1,1,1,1,1290,362,4,1,1076
8300,1.789676209,1,1,775,2,455,2,1,3,7,4,5,1,7,1,9,5,3,7,8,8,1,9,6,7,6,9,5,9,9,9,2,7,9,6,9,7,2,4,9,1,2,2,407,890,2,1,1350
8301,3.093850808,1,2,741,4,529,2,4,1,5,3,3,2,7,5,1,3,6,8,7,4,8,2,9,4,7,6,9,1,1,7,3,2,8,9,7,9,2,8,6,1,1,2,607,698,1,2,984
8302,1.175817872,2,1,441,2,881,2,5,3,3,7,4,1,1,3,6,5,3,4,9,7,8,7,5,8,3,3,1,2,8,3,8,2,3,9,5,8,9,2,2,2,2,2,295,537,3,1,480
8303,1.969833067,1,2,736,3,565,2,5,4,4,9,4,2,6,4,2,8,6,8,4,6,2,5,7,1,9,2,5,6,7,4,6,9,8,6,3,1,9,5,4,1,2,1,505,536,5,1,1164
8304,3.739420176,1,1,524,3,888,1,2,1,8,2,5,2,2,6,1,4,9,5,9,7,3,2,5,1,2,8,6,3,7,7,8,6,8,5,8,2,2,7,6,2,1,2,486,895,3,1,1064
8305,1.678249165,1,1,738,2,452,2,3,3,4,9,2,2,9,4,7,5,5,4,7,4,3,2,1,7,2,9,3,3,3,5,3,3,8,1,2,3,4,2,9,2,1,1,1034,526,1,1,1148
8306,2.433219723,1,2,410,2,372,1,4,1,9,4,2,2,2,7,3,8,4,7,1,1,2,8,8,1,5,7,9,9,9,5,9,1,6,6,4,2,9,6,7,1,2,1,1154,835,5,2,993
